FID,ID,POINT_X,POINT_Y,AREA_SQM,LAND,MANGROVE,FRINGING_R,OUTER_REEF,SEAGRASS,WATER,REEF_AREA,LAND_AREA
110,34768,119.0739441,11.25695086,78524,0,0,0,0,0,78524,0,0
111,34769,119.0739441,11.25945092,78555,0,0,0,0,0,78555,0,0
112,34770,119.0739441,11.26195097,78526,0,0,0,0,0,78526,0,0
113,34771,119.0739441,11.26445103,78556,0,0,0,0,0,78556,0,0
114,34772,119.0739441,11.26695109,78527,0,0,0,0,0,78527,0,0
115,34773,119.0739441,11.26945114,78558,0,0,0,0,0,78558,0,0
116,34774,119.0739441,11.2719512,78528,0,0,0,0,0,78528,0,0
117,34775,119.0739441,11.27445078,78529,0,0,0,0,0,78529,0,0
118,34776,119.0739441,11.27695084,78560,0,0,0,0,0,78560,0,0
119,34777,119.0739441,11.2794509,78530,0,0,0,0,0,78530,0,0
120,34778,119.0739441,11.28195095,78561,0,0,0,0,0,78561,0,0
121,34779,119.0739441,11.28445101,78532,0,0,0,0,0,78532,0,0
122,34780,119.0739441,11.28695107,78562,0,0,0,0,0,78562,0,0
123,34781,119.0739441,11.28945113,78533,0,0,0,0,0,78533,0,0
124,34782,119.0739441,11.29195118,78564,0,0,0,0,0,78564,0,0
125,34783,119.0739441,11.29445124,78535,0,0,0,0,0,78535,0,0
126,34784,119.0739441,11.29695082,78535,0,0,0,0,0,78535,0,0
127,34785,119.0739441,11.29945088,78566,0,0,0,0,0,78566,0,0
128,34786,119.0739441,11.30195093,78537,0,0,0,0,0,78537,0,0
129,34787,119.0739441,11.30445099,78567,0,0,0,0,0,78567,0,0
130,34788,119.0739441,11.30695105,78538,0,0,0,0,0,78538,0,0
131,34789,119.0739441,11.30945111,78569,0,0,0,0,0,78569,0,0
132,34790,119.0739441,11.31195116,78539,0,0,0,0,0,78539,0,0
133,34791,119.0739441,11.31445074,78540,0,0,0,0,0,78540,0,0
134,34792,119.0739441,11.3169508,78571,0,0,0,0,0,78571,0,0
135,34793,119.0739441,11.31945086,78542,0,0,0,0,0,78542,0,0
136,34794,119.0739441,11.32195092,78572,0,0,0,0,0,78572,0,0
137,34795,119.0739441,11.32445097,78543,0,0,0,0,0,78543,0,0
138,34796,119.0739441,11.32695103,78574,0,0,0,0,0,78574,0,0
139,34797,119.0739441,11.32945109,78544,0,0,0,0,0,78544,0,0
140,34798,119.0739441,11.33195067,78545,0,0,0,0,0,78545,0,0
141,34799,119.0739441,11.33445072,78576,0,0,0,0,0,78576,0,0
142,34800,119.0739441,11.33695078,78546,0,0,0,0,0,78546,0,0
143,34801,119.0739441,11.33945084,78577,0,0,0,0,0,78577,0,0
144,34802,119.0739441,11.3419509,78548,0,0,0,0,0,78548,0,0
145,34803,119.0739441,11.34445095,78578,0,0,0,0,0,78578,0,0
146,34804,119.0739441,11.34695101,78549,0,0,0,0,0,78549,0,0
147,34805,119.0739441,11.34945107,78580,0,0,0,0,0,78580,0,0
148,34806,119.0739441,11.35195113,78551,0,0,0,0,0,78551,0,0
149,34807,119.0739441,11.35445071,78551,0,0,0,0,0,78551,0,0
150,34808,119.0739441,11.35695076,78582,0,0,0,0,0,78582,0,0
151,34809,119.0739441,11.35945082,78553,0,0,0,0,0,78553,0,0
152,34810,119.0739441,11.36195088,78583,0,0,0,0,0,78583,0,0
153,34811,119.0739441,11.36445093,78554,0,0,0,0,0,78554,0,0
154,34812,119.0739441,11.36695099,78585,0,0,0,0,0,78585,0,0
155,34813,119.0739441,11.36945105,78555,0,0,0,0,0,78555,0,0
156,34814,119.0739441,11.37195111,78586,0,0,0,0,0,78586,0,0
157,34815,119.0739441,11.37445116,78557,0,0,0,0,0,78557,0,0
158,34816,119.0739441,11.37695074,78558,0,0,0,0,0,78558,0,0
159,34817,119.0739441,11.3794508,78588,0,0,0,0,0,78588,0,0
160,34818,119.0739441,11.38195086,78559,0,0,0,0,0,78559,0,0
161,34819,119.0739441,11.38445092,78590,0,0,0,0,0,78590,0,0
162,34820,119.0739441,11.38695097,78560,0,0,0,0,0,78560,0,0
163,34821,119.0739441,11.38945103,78591,0,0,0,0,0,78591,0,0
164,34822,119.0739441,11.39195109,78562,0,0,0,0,0,78562,0,0
165,34823,119.0739441,11.39445067,78562,0,0,0,0,0,78562,0,0
166,34824,119.0739441,11.39695072,78593,0,0,0,0,0,78593,0,0
167,34825,119.0739441,11.39945078,78564,0,0,0,0,0,78564,0,0
168,34826,119.0739441,11.40195084,78595,0,0,0,0,0,78595,0,0
169,34827,119.0739441,11.4044509,78565,0,0,0,0,0,78565,0,0
170,34828,119.0739441,11.40695095,78596,0,0,0,0,0,78596,0,0
171,34829,119.0739441,11.40945101,78567,0,0,0,0,0,78567,0,0
172,34830,119.0739441,11.41195059,78567,0,0,0,0,0,78567,0,0
173,34831,119.0739441,11.41445065,78598,0,0,0,0,0,78598,0,0
174,34832,119.0739441,11.41695071,78569,0,0,0,0,0,78569,0,0
175,34833,119.0739441,11.41945076,78599,0,0,0,0,0,78599,0,0
176,34834,119.0739441,11.42195082,78570,0,0,0,0,0,78570,0,0
177,34835,119.0739441,11.42445088,78601,0,0,0,0,0,78601,0,0
178,34836,119.0739441,11.42695093,78572,0,0,0,0,0,78572,0,0
179,34837,119.0739441,11.42945099,78602,0,0,0,0,0,78602,0,0
180,34838,119.0739441,11.43195105,78573,0,0,0,0,0,78573,0,0
181,34839,119.0739441,11.43445063,78574,0,0,0,0,0,78574,0,0
182,34840,119.0739441,11.43695069,78604,0,0,0,0,0,78604,0,0
183,34841,119.0739441,11.43945074,78575,0,0,0,0,0,78575,0,0
184,34842,119.0739441,11.4419508,78606,0,0,0,0,0,78606,0,0
185,34843,119.0739441,11.44445086,78576,0,0,0,0,0,78576,0,0
186,34844,119.0739441,11.44695092,78607,0,0,0,0,0,78607,0,0
187,34845,119.0739441,11.44945097,78578,0,0,0,0,0,78578,0,0
188,34846,119.0739441,11.45195103,78609,0,0,0,0,0,78609,0,0
189,34847,119.0739441,11.45445109,78579,0,0,0,0,0,78579,0,0
190,34848,119.0739441,11.45695067,78580,0,0,0,0,0,78580,0,0
191,34849,119.0739441,11.45945072,78611,0,0,0,0,0,78611,0,0
192,34850,119.0739441,11.46195078,78581,0,0,0,0,0,78581,0,0
193,34851,119.0739441,11.46445084,78612,0,0,0,0,0,78612,0,0
194,34852,119.0739441,11.4669509,78583,0,0,0,0,0,78583,0,0
195,34853,119.0739441,11.46945095,78614,0,0,0,0,0,78614,0,0
196,34854,119.0739441,11.47195101,78584,0,0,0,0,0,78584,0,0
197,34855,119.0739441,11.47445059,78585,0,0,0,0,0,78585,0,0
198,34856,119.0739441,11.47695065,78616,0,0,0,0,0,78616,0,0
199,34857,119.0739441,11.47945071,78586,0,0,0,0,0,78586,0,0
200,34858,119.0739441,11.48195076,78617,0,0,0,0,0,78617,0,0
201,34859,119.0739441,11.48445082,78588,0,0,0,0,0,78588,0,0
202,34860,119.0739441,11.48695088,78618,0,0,0,0,0,78618,0,0
203,34861,119.0739441,11.48945093,78589,0,0,0,0,0,78589,0,0
204,34862,119.0739441,11.49195051,78590,0,0,0,0,0,78590,0,0
205,34863,119.0739441,11.49445057,78621,0,0,0,0,0,78621,0,0
206,34864,119.0739441,11.49695063,78591,0,0,0,0,0,78591,0,0
207,34865,119.0739441,11.49945069,78622,0,0,0,0,0,78622,0,0
208,34866,119.0739441,11.50195074,78593,0,0,0,0,0,78593,0,0
209,34867,119.0739441,11.5044508,78623,0,0,0,0,0,78623,0,0
210,34868,119.0739441,11.50695086,78594,0,0,0,0,0,78594,0,0
211,34869,119.0739441,11.50945092,78625,0,0,0,0,0,78625,0,0
212,34870,119.0739441,11.51195097,78596,0,0,0,0,0,78596,0,0
213,34871,119.0739441,11.51445055,78596,0,0,0,0,0,78596,0,0
214,34872,119.0739441,11.51695061,78627,0,0,0,0,0,78627,0,0
215,34873,119.0739441,11.51945067,78598,0,0,0,0,0,78598,0,0
216,34874,119.0739441,11.52195072,78628,0,0,0,0,0,78628,0,0
217,34875,119.0739441,11.52445078,78599,0,0,0,0,0,78599,0,0
218,34876,119.0739441,11.52695084,78630,0,0,0,0,0,78630,0,0
219,34877,119.0739441,11.5294509,78600,0,0,0,0,0,78600,0,0
220,34878,119.0739441,11.53195095,78631,0,0,0,0,0,78631,0,0
221,34879,119.0739441,11.53445101,78602,0,0,0,0,0,78602,0,0
222,34880,119.0739441,11.53695059,78603,0,0,0,0,0,78603,0,0
223,34881,119.0739441,11.53945065,78633,0,0,0,0,0,78633,0,0
224,34882,119.0739441,11.54195071,78604,0,0,0,0,0,78604,0,0
225,34883,119.0739441,11.54445076,78635,0,0,0,0,0,78635,0,0
226,34884,119.0739441,11.54695082,78605,0,0,0,0,0,78605,0,0
227,34885,119.0739441,11.54945088,78636,0,0,0,0,0,78636,0,0
228,34886,119.0739441,11.55195093,78607,0,0,0,0,0,78607,0,0
229,34887,119.0739441,11.55445051,78608,0,0,0,0,0,78608,0,0
230,34888,119.0739441,11.55695057,78638,0,0,0,0,0,78638,0,0
231,34889,119.0739441,11.55945063,78609,0,0,0,0,0,78609,0,0
232,34890,119.0739441,11.56195069,78640,0,0,0,0,0,78640,0,0
233,34891,119.0739441,11.56445074,78610,0,0,0,0,0,78610,0,0
234,34892,119.0739441,11.5669508,78641,0,0,0,0,0,78641,0,0
235,34893,119.0739441,11.56945086,78612,0,0,0,0,0,78612,0,0
236,34894,119.0739441,11.57195044,78613,0,0,0,0,0,78613,0,0
237,34895,119.0739441,11.5744505,78643,0,0,0,0,0,78643,0,0
238,34896,119.0739441,11.57695055,78614,0,0,0,0,0,78614,0,0
239,34897,119.0739441,11.57945061,78645,0,0,0,0,0,78645,0,0
240,34898,119.0739441,11.58195067,78615,0,0,0,0,0,78615,0,0
241,34899,119.0739441,11.58445072,78646,0,0,0,0,0,78646,0,0
242,34900,119.0739441,11.58695078,78617,0,0,0,0,0,78617,0,0
243,34901,119.0739441,11.58945084,78648,0,0,0,0,0,78648,0,0
244,34902,119.0739441,11.5919509,78618,0,0,0,0,0,78618,0,0
245,34903,119.0739441,11.59445048,78619,0,0,0,0,0,78619,0,0
246,34904,119.0739441,11.59695053,78650,0,0,0,0,0,78650,0,0
247,34905,119.0739441,11.59945059,78620,0,0,0,0,0,78620,0,0
248,34906,119.0739441,11.60195065,78651,0,0,0,0,0,78651,0,0
249,34907,119.0739441,11.60445071,78622,0,0,0,0,0,78622,0,0
250,34908,119.0739441,11.60695076,78653,0,0,0,0,0,78653,0,0
251,34909,119.0739441,11.60945082,78623,0,0,0,0,0,78623,0,0
252,34910,119.0739441,11.61195088,78654,0,0,0,0,0,78654,0,0
253,34911,119.0739441,11.61445093,78625,0,0,0,0,0,78625,0,0
254,35223,119.0764465,10.98194933,78449,0,0,0,0,0,78449,0,0
255,35224,119.0764465,10.98444939,78480,0,0,0,0,0,78480,0,0
256,35225,119.0764465,10.98694945,78451,0,0,0,0,0,78451,0,0
257,35226,119.0764465,10.9894495,78481,0,0,0,0,0,78481,0,0
258,35227,119.0764465,10.99194956,78452,0,0,0,0,0,78452,0,0
259,35228,119.0764465,10.99444962,78483,0,0,0,0,0,78483,0,0
260,35229,119.0764465,10.99694968,78453,0,0,0,0,0,78453,0,0
261,35230,119.0764465,10.99944973,78484,0,0,0,0,0,78484,0,0
262,35231,119.0764465,11.00194979,78455,0,0,0,0,0,78455,0,0
263,35232,119.0764465,11.00444937,78455,0,0,0,0,0,78455,0,0
264,35233,119.0764465,11.00694943,78486,0,0,0,0,0,78486,0,0
265,35234,119.0764465,11.00944948,78457,0,0,0,0,0,78457,0,0
266,35235,119.0764465,11.01194954,78487,0,0,0,0,0,78487,0,0
267,35236,119.0764465,11.0144496,78458,0,0,0,0,0,78458,0,0
268,35237,119.0764465,11.01694966,78489,0,0,0,0,0,78489,0,0
269,35238,119.0764465,11.01944971,78459,0,0,0,0,0,78459,0,0
270,35239,119.0764465,11.02194929,78460,0,0,0,0,0,78460,0,0
271,35240,119.0764465,11.02444935,78491,0,0,0,0,0,78491,0,0
272,35241,119.0764465,11.02694941,78461,0,0,0,0,0,78461,0,0
273,35242,119.0764465,11.02944947,78492,0,0,0,0,0,78492,0,0
274,35243,119.0764465,11.03194952,78463,0,0,0,0,0,78463,0,0
275,35244,119.0764465,11.03444958,78493,0,0,0,0,0,78493,0,0
276,35245,119.0764465,11.03694964,78464,0,0,0,0,0,78464,0,0
277,35246,119.0764465,11.03944922,78465,0,0,0,0,0,78465,0,0
278,35247,119.0764465,11.04194927,78495,0,0,0,0,0,78495,0,0
279,35248,119.0764465,11.04444933,78466,0,0,0,0,0,78466,0,0
280,35249,119.0764465,11.04694939,78497,0,0,0,0,0,78497,0,0
281,35250,119.0764465,11.04944945,78467,0,0,0,0,0,78467,0,0
282,35251,119.0764465,11.0519495,78498,0,0,0,0,0,78498,0,0
283,35252,119.0764465,11.05444956,78469,0,0,0,0,0,78469,0,0
284,35253,119.0764465,11.05694962,78499,0,0,0,0,0,78499,0,0
285,35254,119.0764465,11.05944968,78470,0,0,0,0,0,78470,0,0
286,35255,119.0764465,11.06194926,78471,0,0,0,0,0,78471,0,0
287,35256,119.0764465,11.06444931,78501,0,0,0,0,0,78501,0,0
288,35257,119.0764465,11.06694937,78472,0,0,0,0,0,78472,0,0
289,35258,119.0764465,11.06944943,78503,0,0,0,0,0,78503,0,0
290,35259,119.0764465,11.07194948,78474,0,0,0,0,0,78474,0,0
291,35260,119.0764465,11.07444954,78504,0,0,0,0,0,78504,0,0
292,35261,119.0764465,11.0769496,78475,0,0,0,0,0,78475,0,0
293,35262,119.0764465,11.07944966,78506,0,0,0,0,0,78506,0,0
294,35263,119.0764465,11.08194971,78476,0,0,0,0,0,78476,0,0
295,35264,119.0764465,11.08444929,78477,0,0,0,0,0,78477,0,0
296,35265,119.0764465,11.08694935,78508,0,0,0,0,0,78508,0,0
297,35266,119.0764465,11.08944941,78478,0,0,0,0,0,78478,0,0
298,35267,119.0764465,11.09194947,78509,0,0,0,0,0,78509,0,0
299,35268,119.0764465,11.09444952,78480,0,0,0,0,0,78480,0,0
300,35269,119.0764465,11.09694958,78510,0,0,0,0,0,78510,0,0
301,35270,119.0764465,11.09944964,78481,0,0,0,0,0,78481,0,0
302,35271,119.0764465,11.10194922,78482,0,0,0,0,0,78482,0,0
303,35272,119.0764465,11.10444927,78512,0,0,0,0,0,78512,0,0
304,35273,119.0764465,11.10694933,78483,0,0,0,0,0,78483,0,0
305,35274,119.0764465,11.10944939,78514,0,0,0,0,0,78514,0,0
306,35275,119.0764465,11.11194945,78484,0,0,0,0,0,78484,0,0
307,35276,119.0764465,11.1144495,78515,0,0,0,0,0,78515,0,0
308,35277,119.0764465,11.11694956,78486,0,0,0,0,0,78486,0,0
309,35278,119.0764465,11.11944914,78486,0,0,0,0,0,78486,0,0
310,35279,119.0764465,11.1219492,78517,0,0,0,0,0,78517,0,0
311,35280,119.0764465,11.12444926,78488,0,0,0,0,0,78488,0,0
312,35281,119.0764465,11.12694931,78518,0,0,0,0,0,78518,0,0
313,35282,119.0764465,11.12944937,78489,0,0,0,0,0,78489,0,0
314,35283,119.0764465,11.13194943,78520,0,0,0,0,0,78520,0,0
315,35284,119.0764465,11.13444948,78491,0,0,0,0,0,78491,0,0
316,35285,119.0764465,11.13694954,78521,0,0,0,0,0,78521,0,0
317,35286,119.0764465,11.1394496,78492,0,0,0,0,0,78492,0,0
318,35287,119.0764465,11.14194918,78493,0,0,0,0,0,78493,0,0
319,35288,119.0764465,11.14444924,78523,0,0,0,0,0,78523,0,0
320,35289,119.0764465,11.14694929,78494,0,0,0,0,0,78494,0,0
321,35290,119.0764465,11.14944935,78525,0,0,0,0,0,78525,0,0
322,35291,119.0764465,11.15194941,78495,0,0,0,0,0,78495,0,0
323,35292,119.0764465,11.15444947,78526,0,0,0,0,0,78526,0,0
324,35293,119.0764465,11.15694952,78497,0,0,0,0,0,78497,0,0
325,35294,119.0764465,11.15944958,78527,0,0,0,0,0,78527,0,0
326,35295,119.0764465,11.16194964,78498,0,0,0,0,0,78498,0,0
327,35296,119.0764465,11.16444922,78499,0,0,0,0,0,78499,0,0
328,35297,119.0764465,11.16694927,78529,0,0,0,0,0,78529,0,0
329,35298,119.0764465,11.16944933,78500,0,0,0,0,0,78500,0,0
330,35299,119.0764465,11.17194939,78531,0,0,0,0,0,78531,0,0
331,35300,119.0764465,11.17444945,78502,0,0,0,0,0,78502,0,0
332,35301,119.0764465,11.1769495,78532,0,0,0,0,0,78532,0,0
333,35302,119.0764465,11.17944956,78503,0,0,0,0,0,78503,0,0
334,35303,119.0764465,11.18194914,78504,0,0,0,0,0,78504,0,0
335,35304,119.0764465,11.1844492,78534,0,0,0,0,0,78534,0,0
336,35305,119.0764465,11.18694926,78505,0,0,0,0,0,78505,0,0
337,35306,119.0764465,11.18944931,78536,0,0,0,0,0,78536,0,0
338,35307,119.0764465,11.19194937,78506,0,0,0,0,0,78506,0,0
339,35308,119.0764465,11.19444943,78537,0,0,0,0,0,78537,0,0
340,35309,119.0764465,11.19694948,78508,0,0,0,0,0,78508,0,0
341,35310,119.0764465,11.19944907,78508,0,0,0,0,0,78508,0,0
342,35311,119.0764465,11.20194912,78539,0,0,0,0,0,78539,0,0
343,35312,119.0764465,11.20444918,78510,0,0,0,0,0,78510,0,0
344,35313,119.0764465,11.20695019,78600,0,0,0,0,0,78600,0,0
345,35314,119.0764465,11.2094512,78511,0,0,0,0,0,78511,0,0
346,35315,119.0764465,11.21195126,78542,0,0,0,0,0,78542,0,0
347,35316,119.0764465,11.21445132,78513,0,0,0,0,0,78513,0,0
348,35317,119.0764465,11.2169509,78513,0,0,0,0,0,78513,0,0
349,35318,119.0764465,11.21945095,78544,0,0,0,0,0,78544,0,0
350,35319,119.0764465,11.22195101,78515,0,0,0,0,0,78515,0,0
351,35320,119.0764465,11.22445107,78545,0,0,0,0,0,78545,0,0
352,35321,119.0764465,11.22695113,78516,0,0,0,0,0,78516,0,0
353,35322,119.0764465,11.22945118,78547,0,0,0,0,0,78547,0,0
354,35323,119.0764465,11.23195124,78517,0,0,0,0,0,78517,0,0
355,35324,119.0764465,11.23445082,78518,0,0,0,0,0,78518,0,0
356,35325,119.0764465,11.23695088,78549,0,0,0,0,0,78549,0,0
357,35326,119.0764465,11.23945093,78519,0,0,0,0,0,78519,0,0
358,35327,119.0764465,11.24195099,78550,0,0,0,0,0,78550,0,0
359,35328,119.0764465,11.24445105,78521,0,0,0,0,0,78521,0,0
360,35329,119.0764465,11.24695111,78551,0,0,0,0,0,78551,0,0
361,35330,119.0764465,11.24945116,78522,0,0,0,0,0,78522,0,0
362,35331,119.0764465,11.25195074,78523,0,0,0,0,0,78523,0,0
363,35332,119.0764465,11.2544508,78553,0,0,0,0,0,78553,0,0
364,35333,119.0764465,11.25695086,78524,0,0,0,0,0,78524,0,0
365,35334,119.0764465,11.25945092,78555,0,0,0,0,0,78555,0,0
366,35335,119.0764465,11.26195097,78526,0,0,0,0,0,78526,0,0
367,35336,119.0764465,11.26445103,78556,0,0,0,0,0,78556,0,0
368,35337,119.0764465,11.26695109,78527,0,0,0,0,0,78527,0,0
369,35338,119.0764465,11.26945114,78558,0,0,0,0,0,78558,0,0
370,35339,119.0764465,11.2719512,78528,0,0,0,0,0,78528,0,0
371,35340,119.0764465,11.27445078,78529,0,0,0,0,0,78529,0,0
372,35341,119.0764465,11.27695084,78560,0,0,0,0,0,78560,0,0
