FID,ID,POINT_X,POINT_Y,AREA_SQM,POD
113,34771.0,119.073944092,11.2644510297,78556,0
114,34772.0,119.073944092,11.2669510869,78527,0
115,34773.0,119.073944092,11.269451144100001,78558,0
116,34774.0,119.073944092,11.2719512013,78528,0
117,34775.0,119.073944092,11.2744507817,78529,0
118,34776.0,119.073944092,11.276950838900001,78560,0
119,34777.0,119.073944092,11.279450896199998,78530,0
120,34778.0,119.073944092,11.281950953399999,78561,0
121,34779.0,119.073944092,11.2844510106,78532,0
122,34780.0,119.073944092,11.2869510678,78562,0
123,34781.0,119.073944092,11.289451125,78533,0
124,34782.0,119.073944092,11.2919511823,78564,0
125,34783.0,119.073944092,11.2944512395,78535,0
126,34784.0,119.073944092,11.2969508199,78535,0
127,34785.0,119.073944092,11.2994508771,78566,0
128,34786.0,119.073944092,11.3019509343,78537,0
129,34787.0,119.073944092,11.304450991500001,78567,0
130,34788.0,119.073944092,11.306951048800002,78538,0
131,34789.0,119.073944092,11.309451106,78569,0
132,34790.0,119.073944092,11.3119511632,78539,0
133,34791.0,119.073944092,11.314450743599998,78540,0
134,34792.0,119.073944092,11.316950800799999,78571,0
135,34793.0,119.073944092,11.319450858,78542,0
136,34794.0,119.073944092,11.3219509152,78572,0
137,34795.0,119.073944092,11.3244509725,78543,0
138,34796.0,119.073944092,11.3269510297,78574,0
139,34797.0,119.073944092,11.3294510869,78544,0
140,34798.0,119.073944092,11.331950667300001,78545,0
141,34799.0,119.073944092,11.3344507245,78576,0
142,34800.0,119.073944092,11.3369507817,78546,0
143,34801.0,119.073944092,11.339450839000001,78577,0
144,34802.0,119.073944092,11.341950896199998,78548,0
145,34803.0,119.073944092,11.344450953399999,78578,0
146,34804.0,119.073944092,11.3469510106,78549,0
147,34805.0,119.073944092,11.3494510678,78580,0
148,34806.0,119.073944092,11.3519511251,78551,0
149,34807.0,119.073944092,11.3544507054,78551,0
150,34808.0,119.073944092,11.3569507627,78582,0
151,34809.0,119.073944092,11.3594508199,78553,0
152,34810.0,119.073944092,11.3619508771,78583,0
153,34811.0,119.073944092,11.3644509343,78554,0
154,34812.0,119.073944092,11.366950991500001,78585,0
155,34813.0,119.073944092,11.369451048800002,78555,0
156,34814.0,119.073944092,11.371951106,78586,0
157,34815.0,119.073944092,11.3744511632,78557,0
158,34816.0,119.073944092,11.376950743599998,78558,0
159,34817.0,119.073944092,11.379450800799999,78588,0
160,34818.0,119.073944092,11.381950858,78559,0
161,34819.0,119.073944092,11.3844509153,78590,0
162,34820.0,119.073944092,11.3869509725,78560,0
163,34821.0,119.073944092,11.3894510297,78591,0
164,34822.0,119.073944092,11.3919510869,78562,0
165,34823.0,119.073944092,11.394450667300001,78562,0
166,34824.0,119.073944092,11.3969507245,78593,0
167,34825.0,119.073944092,11.3994507817,78564,0
168,34826.0,119.073944092,11.401950839000001,78595,0
169,34827.0,119.073944092,11.404450896199998,78565,0
170,34828.0,119.073944092,11.406950953399999,78596,0
171,34829.0,119.073944092,11.4094510106,78567,0
172,34830.0,119.073944092,11.411950590999998,78567,0
173,34831.0,119.073944092,11.414450648199999,78598,0
174,34832.0,119.073944092,11.4169507055,78569,0
175,34833.0,119.073944092,11.4194507627,78599,0
176,34834.0,119.073944092,11.4219508199,78570,0
177,34835.0,119.073944092,11.4244508771,78601,0
178,34836.0,119.073944092,11.4269509343,78572,0
179,34837.0,119.073944092,11.429450991600001,78602,0
180,34838.0,119.073944092,11.431951048800002,78573,0
181,34839.0,119.073944092,11.4344506292,78574,0
182,34840.0,119.073944092,11.436950686400001,78604,0
183,34841.0,119.073944092,11.439450743599998,78575,0
184,34842.0,119.073944092,11.441950800799999,78606,0
185,34843.0,119.073944092,11.4444508581,78576,0
186,34844.0,119.073944092,11.4469509153,78607,0
187,34845.0,119.073944092,11.4494509725,78578,0
188,34846.0,119.073944092,11.4519510297,78609,0
189,34847.0,119.073944092,11.4544510869,78579,0
190,34848.0,119.073944092,11.456950667300001,78580,0
191,34849.0,119.073944092,11.4594507245,78611,0
192,34850.0,119.073944092,11.4619507818,78581,0
193,34851.0,119.073944092,11.464450839000001,78612,0
194,34852.0,119.073944092,11.466950896199998,78583,0
195,34853.0,119.073944092,11.469450953399999,78614,0
196,34854.0,119.073944092,11.4719510106,78584,0
197,34855.0,119.073944092,11.474450590999998,78585,0
198,34856.0,119.073944092,11.476950648299999,78616,0
199,34857.0,119.073944092,11.4794507055,78586,0
200,34858.0,119.073944092,11.4819507627,78617,0
201,34859.0,119.073944092,11.4844508199,78588,0
202,34860.0,119.073944092,11.4869508771,78618,0
203,34861.0,119.073944092,11.4894509344,78589,0
204,34862.0,119.073944092,11.491950514700001,78590,0
205,34863.0,119.073944092,11.494450572,78621,0
206,34864.0,119.073944092,11.4969506292,78591,0
207,34865.0,119.073944092,11.499450686400001,78622,0
208,34866.0,119.073944092,11.501950743599998,78593,0
209,34867.0,119.073944092,11.504450800799999,78623,0
210,34868.0,119.073944092,11.5069508581,78594,0
211,34869.0,119.073944092,11.5094509153,78625,0
212,34870.0,119.073944092,11.5119509725,78596,0
213,34871.0,119.073944092,11.5144505529,78596,0
214,34872.0,119.073944092,11.5169506101,78627,0
215,34873.0,119.073944092,11.519450667300001,78598,0
216,34874.0,119.073944092,11.5219507246,78628,0
217,34875.0,119.073944092,11.5244507818,78599,0
218,34876.0,119.073944092,11.526950839000001,78630,0
219,34877.0,119.073944092,11.529450896199998,78600,0
220,34878.0,119.073944092,11.531950953399999,78631,0
221,34879.0,119.073944092,11.5344510107,78602,0
222,34880.0,119.073944092,11.536950590999998,78603,0
223,34881.0,119.073944092,11.539450648299999,78633,0
224,34882.0,119.073944092,11.5419507055,78604,0
225,34883.0,119.073944092,11.5444507627,78635,0
226,34884.0,119.073944092,11.5469508199,78605,0
227,34885.0,119.073944092,11.5494508772,78636,0
228,34886.0,119.073944092,11.5519509344,78607,0
229,34887.0,119.073944092,11.554450514800001,78608,0
230,34888.0,119.073944092,11.556950572,78638,0
231,34889.0,119.073944092,11.5594506292,78609,0
232,34890.0,119.073944092,11.561950686400001,78640,0
233,34891.0,119.073944092,11.564450743599998,78610,0
234,34892.0,119.073944092,11.566950800899999,78641,0
235,34893.0,119.073944092,11.5694508581,78612,0
236,34894.0,119.073944092,11.571950438499998,78613,0
237,34895.0,119.073944092,11.574450495699999,78643,0
238,34896.0,119.073944092,11.5769505529,78614,0
239,34897.0,119.073944092,11.5794506101,78645,0
240,34898.0,119.073944092,11.581950667300001,78615,0
241,34899.0,119.073944092,11.5844507246,78646,0
242,34900.0,119.073944092,11.5869507818,78617,0
243,34901.0,119.073944092,11.589450839000001,78648,0
244,34902.0,119.073944092,11.591950896199998,78618,0
245,34903.0,119.073944092,11.5944504766,78619,0
246,34904.0,119.073944092,11.596950533800001,78650,0
247,34905.0,119.073944092,11.599450591099998,78620,0
248,34906.0,119.073944092,11.601950648299999,78651,0
249,34907.0,119.073944092,11.6044507055,78622,0
250,34908.0,119.073944092,11.6069507627,78653,0
251,34909.0,119.073944092,11.6094508199,78623,0
252,34910.0,119.073944092,11.6119508772,78654,0
253,34911.0,119.073944092,11.6144509344,78625,0
254,35223.0,119.076446533,10.981949332100001,78449,0
255,35224.0,119.076446533,10.9844493893,78480,0
256,35225.0,119.076446533,10.9869494465,78451,0
257,35226.0,119.076446533,10.9894495037,78481,0
258,35227.0,119.076446533,10.991949560899998,78452,0
259,35228.0,119.076446533,10.994449618199999,78483,0
260,35229.0,119.076446533,10.9969496754,78453,0
261,35230.0,119.076446533,10.9994497326,78484,0
262,35231.0,119.076446533,11.0019497898,78455,0
263,35232.0,119.076446533,11.0044493702,78455,0
264,35233.0,119.076446533,11.0069494274,78486,0
265,35234.0,119.076446533,11.009449484700001,78457,0
266,35235.0,119.076446533,11.0119495419,78487,0
267,35236.0,119.076446533,11.0144495991,78458,0
268,35237.0,119.076446533,11.016949656300001,78489,0
269,35238.0,119.076446533,11.019449713499998,78459,0
270,35239.0,119.076446533,11.0219492939,78460,0
271,35240.0,119.076446533,11.0244493511,78491,0
272,35241.0,119.076446533,11.026949408399998,78461,0
273,35242.0,119.076446533,11.029449465599999,78492,0
274,35243.0,119.076446533,11.0319495228,78463,0
275,35244.0,119.076446533,11.03444958,78493,0
276,35245.0,119.076446533,11.036949637200001,78464,0
277,35246.0,119.076446533,11.0394492176,78465,0
278,35247.0,119.076446533,11.0419492749,78495,0
279,35248.0,119.076446533,11.044449332100001,78466,0
280,35249.0,119.076446533,11.0469493893,78497,0
281,35250.0,119.076446533,11.0494494465,78467,0
282,35251.0,119.076446533,11.0519495037,78498,0
283,35252.0,119.076446533,11.054449560999998,78469,0
284,35253.0,119.076446533,11.056949618199999,78499,0
285,35254.0,119.076446533,11.0594496754,78470,0
286,35255.0,119.076446533,11.0619492558,78471,0
287,35256.0,119.076446533,11.064449312999999,78501,0
288,35257.0,119.076446533,11.0669493702,78472,0
289,35258.0,119.076446533,11.0694494274,78503,0
290,35259.0,119.076446533,11.071949484700001,78474,0
291,35260.0,119.076446533,11.0744495419,78504,0
292,35261.0,119.076446533,11.0769495991,78475,0
293,35262.0,119.076446533,11.079449656300001,78506,0
294,35263.0,119.076446533,11.081949713599998,78476,0
295,35264.0,119.076446533,11.0844492939,78477,0
296,35265.0,119.076446533,11.0869493512,78508,0
297,35266.0,119.076446533,11.089449408399998,78478,0
298,35267.0,119.076446533,11.091949465599999,78509,0
299,35268.0,119.076446533,11.0944495228,78480,0
300,35269.0,119.076446533,11.09694958,78510,0
301,35270.0,119.076446533,11.0994496373,78481,0
302,35271.0,119.076446533,11.1019492176,78482,0
303,35272.0,119.076446533,11.1044492749,78512,0
304,35273.0,119.076446533,11.106949332100001,78483,0
305,35274.0,119.076446533,11.1094493893,78514,0
306,35275.0,119.076446533,11.1119494465,78484,0
307,35276.0,119.076446533,11.114449503800001,78515,0
308,35277.0,119.076446533,11.116949560999998,78486,0
309,35278.0,119.076446533,11.1194491414,78486,0
310,35279.0,119.076446533,11.1219491986,78517,0
311,35280.0,119.076446533,11.1244492558,78488,0
312,35281.0,119.076446533,11.126949312999999,78518,0
313,35282.0,119.076446533,11.1294493702,78489,0
314,35283.0,119.076446533,11.1319494275,78520,0
315,35284.0,119.076446533,11.134449484700001,78491,0
316,35285.0,119.076446533,11.1369495419,78521,0
317,35286.0,119.076446533,11.1394495991,78492,0
318,35287.0,119.076446533,11.141949179500001,78493,0
319,35288.0,119.076446533,11.144449236700002,78523,0
320,35289.0,119.076446533,11.1469492939,78494,0
321,35290.0,119.076446533,11.1494493512,78525,0
322,35291.0,119.076446533,11.151949408399998,78495,0
323,35292.0,119.076446533,11.154449465599999,78526,0
324,35293.0,119.076446533,11.1569495228,78497,0
325,35294.0,119.076446533,11.1594495801,78527,0
326,35295.0,119.076446533,11.1619496373,78498,0
327,35296.0,119.076446533,11.1644492177,78499,0
328,35297.0,119.076446533,11.1669492749,78529,0
329,35298.0,119.076446533,11.169449332100001,78500,0
330,35299.0,119.076446533,11.1719493893,78531,0
331,35300.0,119.076446533,11.1744494465,78502,0
332,35301.0,119.076446533,11.176949503800001,78532,0
333,35302.0,119.076446533,11.179449560999998,78503,0
334,35303.0,119.076446533,11.1819491414,78504,0
335,35304.0,119.076446533,11.1844491986,78534,0
336,35305.0,119.076446533,11.1869492558,78505,0
337,35306.0,119.076446533,11.189449312999999,78536,0
338,35307.0,119.076446533,11.1919493703,78506,0
339,35308.0,119.076446533,11.1944494275,78537,0
340,35309.0,119.076446533,11.196949484700001,78508,0
341,35310.0,119.076446533,11.1994490651,78508,0
342,35311.0,119.076446533,11.2019491223,78539,0
343,35312.0,119.076446533,11.204449179500001,78510,0
344,35313.0,119.076446533,11.206950190399999,78600,0
345,35314.0,119.076446533,11.2094512013,78511,0
346,35315.0,119.076446533,11.2119512585,78542,0
347,35316.0,119.076446533,11.2144513158,78513,0
348,35317.0,119.076446533,11.216950896099998,78513,0
349,35318.0,119.076446533,11.219450953399999,78544,0
350,35319.0,119.076446533,11.2219510106,78515,0
351,35320.0,119.076446533,11.2244510678,78545,0
352,35321.0,119.076446533,11.226951125,78516,0
353,35322.0,119.076446533,11.2294511822,78547,0
354,35323.0,119.076446533,11.2319512395,78517,0
355,35324.0,119.076446533,11.2344508199,78518,0
356,35325.0,119.076446533,11.2369508771,78549,0
357,35326.0,119.076446533,11.2394509343,78519,0
358,35327.0,119.076446533,11.241950991500001,78550,0
359,35328.0,119.076446533,11.244451048699998,78521,0
360,35329.0,119.076446533,11.246951106,78551,0
361,35330.0,119.076446533,11.2494511632,78522,0
362,35331.0,119.076446533,11.251950743599998,78523,0
363,35332.0,119.076446533,11.254450800799999,78553,0
364,35333.0,119.076446533,11.256950858,78524,0
365,35334.0,119.076446533,11.2594509152,78555,0
366,35335.0,119.076446533,11.2619509724,78526,0
367,35336.0,119.076446533,11.2644510297,78556,0
368,35337.0,119.076446533,11.2669510869,78527,0
369,35338.0,119.076446533,11.269451144100001,78558,0
370,35339.0,119.076446533,11.2719512013,78528,0
371,35340.0,119.076446533,11.2744507817,78529,0
372,35341.0,119.076446533,11.276950838900001,78560,0
373,35342.0,119.076446533,11.279450896199998,78530,0
374,35343.0,119.076446533,11.281950953399999,78561,0
375,35344.0,119.076446533,11.2844510106,78532,0
376,35345.0,119.076446533,11.2869510678,78562,0
377,35346.0,119.076446533,11.289451125,78533,0
378,35347.0,119.076446533,11.2919511823,78564,0
379,35348.0,119.076446533,11.2944512395,78535,0
380,35349.0,119.076446533,11.2969508199,78535,0
381,35350.0,119.076446533,11.2994508771,78566,0
382,35351.0,119.076446533,11.3019509343,78537,0
383,35352.0,119.076446533,11.304450991500001,78567,0
384,35353.0,119.076446533,11.306951048800002,78538,0
385,35354.0,119.076446533,11.309451106,78569,0
386,35355.0,119.076446533,11.3119511632,78539,0
387,35356.0,119.076446533,11.314450743599998,78540,0
388,35357.0,119.076446533,11.316950800799999,78571,0
389,35358.0,119.076446533,11.319450858,78542,0
390,35359.0,119.076446533,11.3219509152,78572,0
391,35360.0,119.076446533,11.3244509725,78543,0
392,35361.0,119.076446533,11.3269510297,78574,0
393,35362.0,119.076446533,11.3294510869,78544,0
394,35363.0,119.076446533,11.331950667300001,78545,0
395,35364.0,119.076446533,11.3344507245,78576,0
396,35365.0,119.076446533,11.3369507817,78546,0
397,35366.0,119.076446533,11.339450839000001,78577,0
398,35367.0,119.076446533,11.341950896199998,78548,0
399,35368.0,119.076446533,11.344450953399999,78578,0
400,35369.0,119.076446533,11.3469510106,78549,0
401,35370.0,119.076446533,11.3494510678,78580,0
402,35371.0,119.076446533,11.3519511251,78551,0
403,35372.0,119.076446533,11.3544507054,78551,0
404,35373.0,119.076446533,11.3569507627,78582,0
405,35374.0,119.076446533,11.3594508199,78553,0
406,35375.0,119.076446533,11.3619508771,78583,0
407,35376.0,119.076446533,11.3644509343,78554,0
408,35377.0,119.076446533,11.366950991500001,78585,0
409,35378.0,119.076446533,11.369451048800002,78555,0
410,35379.0,119.076446533,11.371951106,78586,0
411,35380.0,119.076446533,11.3744511632,78557,0
412,35381.0,119.076446533,11.376950743599998,78558,0
413,35382.0,119.076446533,11.379450800799999,78588,0
414,35383.0,119.076446533,11.381950858,78559,0
415,35384.0,119.076446533,11.3844509153,78590,0
416,35385.0,119.076446533,11.3869509725,78560,0
417,35386.0,119.076446533,11.3894510297,78591,0
418,35387.0,119.076446533,11.3919510869,78562,0
419,35388.0,119.076446533,11.394450667300001,78562,0
420,35389.0,119.076446533,11.3969507245,78593,0
421,35390.0,119.076446533,11.3994507817,78564,0
422,35391.0,119.076446533,11.401950839000001,78595,0
423,35392.0,119.076446533,11.404450896199998,78565,0
424,35393.0,119.076446533,11.406950953399999,78596,0
425,35394.0,119.076446533,11.4094510106,78567,0
426,35395.0,119.076446533,11.411950590999998,78567,0
427,35396.0,119.076446533,11.414450648199999,78598,0
428,35397.0,119.076446533,11.4169507055,78569,0
429,35398.0,119.076446533,11.4194507627,78599,0
430,35399.0,119.076446533,11.4219508199,78570,0
431,35400.0,119.076446533,11.4244508771,78601,0
432,35401.0,119.076446533,11.4269509343,78572,0
433,35402.0,119.076446533,11.429450991600001,78602,0
434,35403.0,119.076446533,11.431951048800002,78573,0
435,35404.0,119.076446533,11.4344506292,78574,0
436,35405.0,119.076446533,11.436950686400001,78604,0
437,35406.0,119.076446533,11.439450743599998,78575,0
438,35407.0,119.076446533,11.441950800799999,78606,0
439,35408.0,119.076446533,11.4444508581,78576,0
440,35409.0,119.076446533,11.4469509153,78607,0
441,35410.0,119.076446533,11.4494509725,78578,0
442,35411.0,119.076446533,11.4519510297,78609,0
443,35412.0,119.076446533,11.4544510869,78579,0
444,35413.0,119.076446533,11.456950667300001,78580,0
445,35414.0,119.076446533,11.4594507245,78611,0
446,35415.0,119.076446533,11.4619507818,78581,0
447,35416.0,119.076446533,11.464450839000001,78612,0
448,35417.0,119.076446533,11.466950896199998,78583,0
449,35418.0,119.076446533,11.469450953399999,78614,0
450,35419.0,119.076446533,11.4719510106,78584,0
451,35420.0,119.076446533,11.474450590999998,78585,0
452,35421.0,119.076446533,11.476950648299999,78616,0
453,35422.0,119.076446533,11.4794507055,78586,0
454,35423.0,119.076446533,11.4819507627,78617,0
455,35424.0,119.076446533,11.4844508199,78588,0
456,35425.0,119.076446533,11.4869508771,78618,0
457,35426.0,119.076446533,11.4894509344,78589,0
458,35427.0,119.076446533,11.491950514700001,78590,0
459,35428.0,119.076446533,11.494450572,78621,0
460,35429.0,119.076446533,11.4969506292,78591,0
461,35430.0,119.076446533,11.499450686400001,78622,0
462,35431.0,119.076446533,11.501950743599998,78593,0
463,35432.0,119.076446533,11.504450800799999,78623,0
464,35433.0,119.076446533,11.5069508581,78594,0
465,35434.0,119.076446533,11.5094509153,78625,0
466,35435.0,119.076446533,11.5119509725,78596,0
467,35436.0,119.076446533,11.5144505529,78596,0
468,35437.0,119.076446533,11.5169506101,78627,0
469,35438.0,119.076446533,11.519450667300001,78598,0
470,35439.0,119.076446533,11.5219507246,78628,0
471,35440.0,119.076446533,11.5244507818,78599,0
472,35441.0,119.076446533,11.526950839000001,78630,0
473,35442.0,119.076446533,11.529450896199998,78600,0
474,35443.0,119.076446533,11.531950953399999,78631,0
475,35444.0,119.076446533,11.5344510107,78602,0
476,35445.0,119.076446533,11.536950590999998,78603,0
477,35446.0,119.076446533,11.539450648299999,78633,0
478,35447.0,119.076446533,11.5419507055,78604,0
479,35448.0,119.076446533,11.5444507627,78635,0
480,35449.0,119.076446533,11.5469508199,78605,0
481,35450.0,119.076446533,11.5494508772,78636,0
482,35451.0,119.076446533,11.5519509344,78607,0
483,35452.0,119.076446533,11.554450514800001,78608,0
484,35453.0,119.076446533,11.556950572,78638,0
485,35454.0,119.076446533,11.5594506292,78609,0
486,35455.0,119.076446533,11.561950686400001,78640,0
487,35456.0,119.076446533,11.564450743599998,78610,0
488,35457.0,119.076446533,11.566950800899999,78641,0
489,35458.0,119.076446533,11.5694508581,78612,0
490,35459.0,119.076446533,11.571950438499998,78613,0
491,35460.0,119.076446533,11.574450495699999,78643,0
492,35461.0,119.076446533,11.5769505529,78614,0
493,35462.0,119.076446533,11.5794506101,78645,0
494,35463.0,119.076446533,11.581950667300001,78615,0
495,35464.0,119.076446533,11.5844507246,78646,0
496,35465.0,119.076446533,11.5869507818,78617,0
497,35466.0,119.076446533,11.589450839000001,78648,0
498,35467.0,119.076446533,11.591950896199998,78618,0
499,35468.0,119.076446533,11.5944504766,78619,0
500,35469.0,119.076446533,11.596950533800001,78650,0
501,35470.0,119.076446533,11.599450591099998,78620,0
502,35471.0,119.076446533,11.601950648299999,78651,0
503,35472.0,119.076446533,11.6044507055,78622,0
504,35473.0,119.076446533,11.6069507627,78653,0
505,35474.0,119.076446533,11.6094508199,78623,0
506,35475.0,119.076446533,11.6119508772,78654,0
507,35476.0,119.076446533,11.6144509344,78625,0
508,35788.0,119.078948975,10.981949332100001,78449,0
509,35789.0,119.078948975,10.9844493893,78480,0
510,35790.0,119.078948975,10.9869494465,78451,0
511,35791.0,119.078948975,10.9894495037,78481,0
512,35792.0,119.078948975,10.991949560899998,78452,0
513,35793.0,119.078948975,10.994449618199999,78483,0
514,35794.0,119.078948975,10.9969496754,78453,0
515,35795.0,119.078948975,10.9994497326,78484,0
516,35796.0,119.078948975,11.0019497898,78455,0
517,35797.0,119.078948975,11.0044493702,78455,0
518,35798.0,119.078948975,11.0069494274,78486,0
519,35799.0,119.078948975,11.009449484700001,78457,0
520,35800.0,119.078948975,11.0119495419,78487,0
521,35801.0,119.078948975,11.0144495991,78458,0
522,35802.0,119.078948975,11.016949656300001,78489,0
523,35803.0,119.078948975,11.019449713499998,78459,0
524,35804.0,119.078948975,11.0219492939,78460,0
525,35805.0,119.078948975,11.0244493511,78491,0
526,35806.0,119.078948975,11.026949408399998,78461,0
527,35807.0,119.078948975,11.029449465599999,78492,0
528,35808.0,119.078948975,11.0319495228,78463,0
529,35809.0,119.078948975,11.03444958,78493,0
530,35810.0,119.078948975,11.036949637200001,78464,0
531,35811.0,119.078948975,11.0394492176,78465,0
532,35812.0,119.078948975,11.0419492749,78495,0
533,35813.0,119.078948975,11.044449332100001,78466,0
534,35814.0,119.078948975,11.0469493893,78497,0
535,35815.0,119.078948975,11.0494494465,78467,0
536,35816.0,119.078948975,11.0519495037,78498,0
537,35817.0,119.078948975,11.054449560999998,78469,0
538,35818.0,119.078948975,11.056949618199999,78499,0
539,35819.0,119.078948975,11.0594496754,78470,0
540,35820.0,119.078948975,11.0619492558,78471,0
541,35821.0,119.078948975,11.064449312999999,78501,0
542,35822.0,119.078948975,11.0669493702,78472,0
543,35823.0,119.078948975,11.0694494274,78503,0
544,35824.0,119.078948975,11.071949484700001,78474,0
545,35825.0,119.078948975,11.0744495419,78504,0
546,35826.0,119.078948975,11.0769495991,78475,0
547,35827.0,119.078948975,11.079449656300001,78506,0
548,35828.0,119.078948975,11.081949713599998,78476,0
549,35829.0,119.078948975,11.0844492939,78477,0
