ID,POINT_X,POINT_Y,AREA_SQM,NETLOCK1,NETLOCK100
34841,119.07394,11.43945,78575,0,0
34842,119.07394,11.44195,78606,0,0
34843,119.07394,11.44445,78576,0,0
34844,119.07394,11.44695,78607,0,0
34845,119.07394,11.44945,78578,0,0
34846,119.07394,11.45195,78609,0,0
34847,119.07394,11.45445,78579,0,0
34848,119.07394,11.45695,78580,0,0
34849,119.07394,11.45945,78611,0,0
34850,119.07394,11.46195,78581,0,0
34851,119.07394,11.46445,78612,0,0
34852,119.07394,11.46695,78583,0,0
34853,119.07394,11.46945,78614,0,0
34854,119.07394,11.47195,78584,0,0
34855,119.07394,11.47445,78585,0,0
34856,119.07394,11.47695,78616,0,0
34857,119.07394,11.47945,78586,0,0
34858,119.07394,11.48195,78617,0,0
34859,119.07394,11.48445,78588,0,0
34860,119.07394,11.48695,78618,0,0
34861,119.07394,11.48945,78589,0,0
34862,119.07394,11.49195,78590,0,0
34863,119.07394,11.49445,78621,0,0
34864,119.07394,11.49695,78591,0,0
34865,119.07394,11.49945,78622,0,0
34866,119.07394,11.50195,78593,0,0
34867,119.07394,11.50445,78623,0,0
34868,119.07394,11.50695,78594,0,0
34869,119.07394,11.50945,78625,0,0
34870,119.07394,11.51195,78596,0,0
34871,119.07394,11.51445,78596,0,0
34872,119.07394,11.51695,78627,0,0
34873,119.07394,11.51945,78598,0,0
34874,119.07394,11.52195,78628,0,0
34875,119.07394,11.52445,78599,0,0
34876,119.07394,11.52695,78630,0,0
34877,119.07394,11.52945,78600,0,0
34878,119.07394,11.53195,78631,0,0
34879,119.07394,11.53445,78602,0,0
34880,119.07394,11.53695,78603,0,0
34881,119.07394,11.53945,78633,0,0
34882,119.07394,11.54195,78604,0,0
34883,119.07394,11.54445,78635,0,0
34884,119.07394,11.54695,78605,0,0
34885,119.07394,11.54945,78636,0,0
34886,119.07394,11.55195,78607,0,0
34887,119.07394,11.55445,78608,0,0
34888,119.07394,11.55695,78638,0,0
34889,119.07394,11.55945,78609,0,0
34890,119.07394,11.56195,78640,0,0
34891,119.07394,11.56445,78610,0,0
34892,119.07394,11.56695,78641,0,0
34893,119.07394,11.56945,78612,0,0
34894,119.07394,11.57195,78613,0,0
34895,119.07394,11.57445,78643,0,0
34896,119.07394,11.57695,78614,0,0
34897,119.07394,11.57945,78645,0,0
34898,119.07394,11.58195,78615,0,0
34899,119.07394,11.58445,78646,0,0
34900,119.07394,11.58695,78617,0,0
34901,119.07394,11.58945,78648,0,0
34902,119.07394,11.59195,78618,0,0
34903,119.07394,11.59445,78619,0,0
34904,119.07394,11.59695,78650,0,0
34905,119.07394,11.59945,78620,0,0
34906,119.07394,11.60195,78651,0,0
34907,119.07394,11.60445,78622,0,0
34908,119.07394,11.60695,78653,0,0
34909,119.07394,11.60945,78623,0,0
34910,119.07394,11.61195,78654,0,0
34911,119.07394,11.61445,78625,0,0
35223,119.07645,10.98195,78449,0,0
35224,119.07645,10.98445,78480,0,0
35225,119.07645,10.98695,78451,0,0
35226,119.07645,10.98945,78481,0,0
35227,119.07645,10.99195,78452,0,0
35228,119.07645,10.99445,78483,0,0
35229,119.07645,10.99695,78453,0,0
35230,119.07645,10.99945,78484,0,0
35231,119.07645,11.00195,78455,0,0
35232,119.07645,11.00445,78455,0,0
35233,119.07645,11.00695,78486,0,0
35234,119.07645,11.00945,78457,0,0
35235,119.07645,11.01195,78487,0,0
35236,119.07645,11.01445,78458,0,0
35237,119.07645,11.01695,78489,0,0
35238,119.07645,11.01945,78459,0,0
35239,119.07645,11.02195,78460,0,0
35240,119.07645,11.02445,78491,0,0
35241,119.07645,11.02695,78461,0,0
35242,119.07645,11.02945,78492,0,0
35243,119.07645,11.03195,78463,0,0
35244,119.07645,11.03445,78493,0,0
35245,119.07645,11.03695,78464,0,0
35246,119.07645,11.03945,78465,0,0
35247,119.07645,11.04195,78495,0,0
35248,119.07645,11.04445,78466,0,0
35249,119.07645,11.04695,78497,0,0
35250,119.07645,11.04945,78467,0,0
35251,119.07645,11.05195,78498,0,0
35252,119.07645,11.05445,78469,0,0
35253,119.07645,11.05695,78499,0,0
35254,119.07645,11.05945,78470,0,0
35255,119.07645,11.06195,78471,0,0
35256,119.07645,11.06445,78501,0,0
35257,119.07645,11.06695,78472,0,0
35258,119.07645,11.06945,78503,0,0
35259,119.07645,11.07195,78474,0,0
35260,119.07645,11.07445,78504,0,0
35261,119.07645,11.07695,78475,0,0
35262,119.07645,11.07945,78506,0,0
35263,119.07645,11.08195,78476,0,0
35264,119.07645,11.08445,78477,0,0
35265,119.07645,11.08695,78508,0,0
35266,119.07645,11.08945,78478,0,0
35267,119.07645,11.09195,78509,0,0
35268,119.07645,11.09445,78480,0,0
35269,119.07645,11.09695,78510,0,0
35270,119.07645,11.09945,78481,0,0
35271,119.07645,11.10195,78482,0,0
35272,119.07645,11.10445,78512,0,0
35273,119.07645,11.10695,78483,0,0
35274,119.07645,11.10945,78514,0,0
35275,119.07645,11.11195,78484,0,0
35276,119.07645,11.11445,78515,0,0
35277,119.07645,11.11695,78486,0,0
35278,119.07645,11.11945,78486,0,0
35279,119.07645,11.12195,78517,0,0
35280,119.07645,11.12445,78488,0,0
35281,119.07645,11.12695,78518,0,0
35282,119.07645,11.12945,78489,0,0
35283,119.07645,11.13195,78520,0,0
35284,119.07645,11.13445,78491,0,0
35285,119.07645,11.13695,78521,0,0
35286,119.07645,11.13945,78492,0,0
35287,119.07645,11.14195,78493,0,0
35288,119.07645,11.14445,78523,0,0
35289,119.07645,11.14695,78494,0,0
35290,119.07645,11.14945,78525,0,0
35291,119.07645,11.15195,78495,0,0
35292,119.07645,11.15445,78526,0,0
35293,119.07645,11.15695,78497,0,0
35294,119.07645,11.15945,78527,0,0
35295,119.07645,11.16195,78498,0,0
35296,119.07645,11.16445,78499,0,0
35297,119.07645,11.16695,78529,0,0
35298,119.07645,11.16945,78500,0,0
35299,119.07645,11.17195,78531,0,0
35300,119.07645,11.17445,78502,0,0
35301,119.07645,11.17695,78532,0,0
35302,119.07645,11.17945,78503,0,0
35303,119.07645,11.18195,78504,0,0
35304,119.07645,11.18445,78534,0,0
35305,119.07645,11.18695,78505,0,0
35306,119.07645,11.18945,78536,0,0
35307,119.07645,11.19195,78506,0,0
35308,119.07645,11.19445,78537,0,0
35309,119.07645,11.19695,78508,0,0
35310,119.07645,11.19945,78508,0,0
35311,119.07645,11.20195,78539,0,0
35312,119.07645,11.20445,78510,0,0
35313,119.07645,11.20695,78600,0,0
35314,119.07645,11.20945,78511,0,0
35315,119.07645,11.21195,78542,0,0
35316,119.07645,11.21445,78513,0,0
35317,119.07645,11.21695,78513,0,0
35318,119.07645,11.21945,78544,0,0
35319,119.07645,11.22195,78515,0,0
35320,119.07645,11.22445,78545,0,0
35321,119.07645,11.22695,78516,0,0
35322,119.07645,11.22945,78547,0,0
35323,119.07645,11.23195,78517,0,0
35324,119.07645,11.23445,78518,0,0
35325,119.07645,11.23695,78549,0,0
35326,119.07645,11.23945,78519,0,0
35327,119.07645,11.24195,78550,0,0
35328,119.07645,11.24445,78521,0,0
35329,119.07645,11.24695,78551,0,0
35330,119.07645,11.24945,78522,0,0
35331,119.07645,11.25195,78523,0,0
35332,119.07645,11.25445,78553,0,0
35333,119.07645,11.25695,78524,0,0
35334,119.07645,11.25945,78555,0,0
35335,119.07645,11.26195,78526,0,0
35336,119.07645,11.26445,78556,0,0
35337,119.07645,11.26695,78527,0,0
35338,119.07645,11.26945,78558,0,0
35339,119.07645,11.27195,78528,0,0
35340,119.07645,11.27445,78529,0,0
35341,119.07645,11.27695,78560,0,0
35342,119.07645,11.27945,78530,0,0
35343,119.07645,11.28195,78561,0,0
35344,119.07645,11.28445,78532,0,0
35345,119.07645,11.28695,78562,0,0
35346,119.07645,11.28945,78533,0,0
35347,119.07645,11.29195,78564,0,0
35348,119.07645,11.29445,78535,0,0
35349,119.07645,11.29695,78535,0,0
35350,119.07645,11.29945,78566,0,0
35351,119.07645,11.30195,78537,0,0
35352,119.07645,11.30445,78567,0,0
35353,119.07645,11.30695,78538,0,0
35354,119.07645,11.30945,78569,0,0
35355,119.07645,11.31195,78539,0,0
35356,119.07645,11.31445,78540,0,0
35357,119.07645,11.31695,78571,0,0
35358,119.07645,11.31945,78542,0,0
35359,119.07645,11.32195,78572,0,0
35360,119.07645,11.32445,78543,0,0
35361,119.07645,11.32695,78574,0,0
35362,119.07645,11.32945,78544,0,0
35363,119.07645,11.33195,78545,0,0
35364,119.07645,11.33445,78576,0,0
35365,119.07645,11.33695,78546,0,0
35366,119.07645,11.33945,78577,0,0
35367,119.07645,11.34195,78548,0,0
35368,119.07645,11.34445,78578,0,0
35369,119.07645,11.34695,78549,0,0
35370,119.07645,11.34945,78580,0,0
35371,119.07645,11.35195,78551,0,0
35372,119.07645,11.35445,78551,0,0
35373,119.07645,11.35695,78582,0,0
35374,119.07645,11.35945,78553,0,0
35375,119.07645,11.36195,78583,0,0
35376,119.07645,11.36445,78554,0,0
35377,119.07645,11.36695,78585,0,0
35378,119.07645,11.36945,78555,0,0
35379,119.07645,11.37195,78586,0,0
35380,119.07645,11.37445,78557,0,0
35381,119.07645,11.37695,78558,0,0
35382,119.07645,11.37945,78588,0,0
35383,119.07645,11.38195,78559,0,0
35384,119.07645,11.38445,78590,0,0
35385,119.07645,11.38695,78560,0,0
35386,119.07645,11.38945,78591,0,0
35387,119.07645,11.39195,78562,0,0
35388,119.07645,11.39445,78562,0,0
35389,119.07645,11.39695,78593,0,0
35390,119.07645,11.39945,78564,0,0
35391,119.07645,11.40195,78595,0,0
35392,119.07645,11.40445,78565,0,0
35393,119.07645,11.40695,78596,0,0
35394,119.07645,11.40945,78567,0,0
35395,119.07645,11.41195,78567,0,0
35396,119.07645,11.41445,78598,0,0
35397,119.07645,11.41695,78569,0,0
35398,119.07645,11.41945,78599,0,0
35399,119.07645,11.42195,78570,0,0
35400,119.07645,11.42445,78601,0,0
35401,119.07645,11.42695,78572,0,0
35402,119.07645,11.42945,78602,0,0
35403,119.07645,11.43195,78573,0,0
35404,119.07645,11.43445,78574,0,0
35405,119.07645,11.43695,78604,0,0
35406,119.07645,11.43945,78575,0,0
35407,119.07645,11.44195,78606,0,0
35408,119.07645,11.44445,78576,0,0
35409,119.07645,11.44695,78607,0,0
35410,119.07645,11.44945,78578,0,0
35411,119.07645,11.45195,78609,0,0
35412,119.07645,11.45445,78579,0,0
35413,119.07645,11.45695,78580,0,0
35414,119.07645,11.45945,78611,0,0
35415,119.07645,11.46195,78581,0,0
35416,119.07645,11.46445,78612,0,0
35417,119.07645,11.46695,78583,0,0
35418,119.07645,11.46945,78614,0,0
35419,119.07645,11.47195,78584,0,0
35420,119.07645,11.47445,78585,0,0
35421,119.07645,11.47695,78616,0,0
35422,119.07645,11.47945,78586,0,0
35423,119.07645,11.48195,78617,0,0
35424,119.07645,11.48445,78588,0,0
35425,119.07645,11.48695,78618,0,0
35426,119.07645,11.48945,78589,0,0
35427,119.07645,11.49195,78590,0,0
35428,119.07645,11.49445,78621,0,0
35429,119.07645,11.49695,78591,0,0
35430,119.07645,11.49945,78622,0,0
35431,119.07645,11.50195,78593,0,0
35432,119.07645,11.50445,78623,0,0
35433,119.07645,11.50695,78594,0,0
35434,119.07645,11.50945,78625,0,0
35435,119.07645,11.51195,78596,0,0
35436,119.07645,11.51445,78596,0,0
35437,119.07645,11.51695,78627,0,0
35438,119.07645,11.51945,78598,0,0
35439,119.07645,11.52195,78628,0,0
35440,119.07645,11.52445,78599,0,0
35441,119.07645,11.52695,78630,0,0
35442,119.07645,11.52945,78600,0,0
35443,119.07645,11.53195,78631,0,0
35444,119.07645,11.53445,78602,0,0
35445,119.07645,11.53695,78603,0,0
35446,119.07645,11.53945,78633,0,0
35447,119.07645,11.54195,78604,0,0
35448,119.07645,11.54445,78635,0,0
35449,119.07645,11.54695,78605,0,0
35450,119.07645,11.54945,78636,0,0
35451,119.07645,11.55195,78607,0,0
35452,119.07645,11.55445,78608,0,0
35453,119.07645,11.55695,78638,0,0
35454,119.07645,11.55945,78609,0,0
35455,119.07645,11.56195,78640,0,0
35456,119.07645,11.56445,78610,0,0
35457,119.07645,11.56695,78641,0,0
35458,119.07645,11.56945,78612,0,0
35459,119.07645,11.57195,78613,0,0
35460,119.07645,11.57445,78643,0,0
35461,119.07645,11.57695,78614,0,0
35462,119.07645,11.57945,78645,0,0
35463,119.07645,11.58195,78615,0,0
35464,119.07645,11.58445,78646,0,0
35465,119.07645,11.58695,78617,0,0
35466,119.07645,11.58945,78648,0,0
35467,119.07645,11.59195,78618,0,0
35468,119.07645,11.59445,78619,0,0
35469,119.07645,11.59695,78650,0,0
35470,119.07645,11.59945,78620,0,0
35471,119.07645,11.60195,78651,0,0
35472,119.07645,11.60445,78622,0,0
35473,119.07645,11.60695,78653,0,0
35474,119.07645,11.60945,78623,0,0
35475,119.07645,11.61195,78654,0,0
35476,119.07645,11.61445,78625,0,0
35788,119.07895,10.98195,78449,0,0
35789,119.07895,10.98445,78480,0,0
35790,119.07895,10.98695,78451,0,0
35791,119.07895,10.98945,78481,0,0
35792,119.07895,10.99195,78452,0,0
35793,119.07895,10.99445,78483,0,0
35794,119.07895,10.99695,78453,0,0
35795,119.07895,10.99945,78484,0,0
35796,119.07895,11.00195,78455,0,0
35797,119.07895,11.00445,78455,0,0
35798,119.07895,11.00695,78486,0,0
35799,119.07895,11.00945,78457,0,0
35800,119.07895,11.01195,78487,0,0
35801,119.07895,11.01445,78458,0,0
35802,119.07895,11.01695,78489,0,0
35803,119.07895,11.01945,78459,0,0
35804,119.07895,11.02195,78460,0,0
35805,119.07895,11.02445,78491,0,0
35806,119.07895,11.02695,78461,0,0
35807,119.07895,11.02945,78492,0,0
35808,119.07895,11.03195,78463,0,0
35809,119.07895,11.03445,78493,0,0
35810,119.07895,11.03695,78464,0,0
35811,119.07895,11.03945,78465,0,0
35812,119.07895,11.04195,78495,0,0
35813,119.07895,11.04445,78466,0,0
35814,119.07895,11.04695,78497,0,0
35815,119.07895,11.04945,78467,0,0
35816,119.07895,11.05195,78498,0,0
35817,119.07895,11.05445,78469,0,0
35818,119.07895,11.05695,78499,0,0
35819,119.07895,11.05945,78470,0,0
35820,119.07895,11.06195,78471,0,0
35821,119.07895,11.06445,78501,0,0
35822,119.07895,11.06695,78472,0,0
35823,119.07895,11.06945,78503,0,0
35824,119.07895,11.07195,78474,0,0
35825,119.07895,11.07445,78504,0,0
35826,119.07895,11.07695,78475,0,0
35827,119.07895,11.07945,78506,0,0
35828,119.07895,11.08195,78476,0,0
35829,119.07895,11.08445,78477,0,0
35830,119.07895,11.08695,78508,0,0
35831,119.07895,11.08945,78478,0,0
35832,119.07895,11.09195,78509,0,0
35833,119.07895,11.09445,78480,0,0
35834,119.07895,11.09695,78510,0,0
35835,119.07895,11.09945,78481,0,0
35836,119.07895,11.10195,78482,0,0
35837,119.07895,11.10445,78512,0,0
35838,119.07895,11.10695,78483,0,0
35839,119.07895,11.10945,78514,0,0
35840,119.07895,11.11195,78484,0,0
35841,119.07895,11.11445,78515,0,0
35842,119.07895,11.11695,78486,0,0
35843,119.07895,11.11945,78486,0,0
35844,119.07895,11.12195,78517,0,0
35845,119.07895,11.12445,78488,0,0
35846,119.07895,11.12695,78518,0,0
35847,119.07895,11.12945,78489,0,0
35848,119.07895,11.13195,78520,0,0
35849,119.07895,11.13445,78491,0,0
35850,119.07895,11.13695,78521,0,0
35851,119.07895,11.13945,78492,0,0
35852,119.07895,11.14195,78493,0,0
35853,119.07895,11.14445,78523,0,0
35854,119.07895,11.14695,78494,0,0
35855,119.07895,11.14945,78525,0,0
35856,119.07895,11.15195,78495,0,0
35857,119.07895,11.15445,78526,0,0
35858,119.07895,11.15695,78497,0,0
35859,119.07895,11.15945,78527,0,0
35860,119.07895,11.16195,78498,0,0
35861,119.07895,11.16445,78499,0,0
35862,119.07895,11.16695,78529,0,0
35863,119.07895,11.16945,78500,0,0
35864,119.07895,11.17195,78531,0,0
35865,119.07895,11.17445,78502,0,0
35866,119.07895,11.17695,78532,0,0
35867,119.07895,11.17945,78503,0,0
35868,119.07895,11.18195,78504,0,0
35869,119.07895,11.18445,78534,0,0
35870,119.07895,11.18695,78505,0,0
35871,119.07895,11.18945,78536,0,0
35872,119.07895,11.19195,78506,0,0
35873,119.07895,11.19445,78537,0,0
35874,119.07895,11.19695,78508,0,0
35875,119.07895,11.19945,78508,0,0
35876,119.07895,11.20195,78539,0,0
35877,119.07895,11.20445,78510,0,0
35878,119.07895,11.20695,78600,0,0
35879,119.07895,11.20945,78511,0,0
35880,119.07895,11.21195,78542,0,0
35881,119.07895,11.21445,78513,0,0
35882,119.07895,11.21695,78513,0,0
35883,119.07895,11.21945,78544,0,0
35884,119.07895,11.22195,78515,0,0
35885,119.07895,11.22445,78545,0,0
35886,119.07895,11.22695,78516,0,0
35887,119.07895,11.22945,78547,0,0
35888,119.07895,11.23195,78517,0,0
35889,119.07895,11.23445,78518,0,0
35890,119.07895,11.23695,78549,0,0
35891,119.07895,11.23945,78519,0,0
35892,119.07895,11.24195,78550,0,0
35893,119.07895,11.24445,78521,0,0
35894,119.07895,11.24695,78551,0,0
35895,119.07895,11.24945,78522,0,0
35896,119.07895,11.25195,78523,0,0
35897,119.07895,11.25445,78553,0,0
35898,119.07895,11.25695,78524,0,0
35899,119.07895,11.25945,78555,0,0
35900,119.07895,11.26195,78526,0,0
35901,119.07895,11.26445,78556,0,0
35902,119.07895,11.26695,78527,0,0
35903,119.07895,11.26945,78558,0,0
35904,119.07895,11.27195,78528,0,0
35905,119.07895,11.27445,78529,0,0
35906,119.07895,11.27695,78560,0,0
35907,119.07895,11.27945,78530,0,0
35908,119.07895,11.28195,78561,0,0
35909,119.07895,11.28445,78532,0,0
35910,119.07895,11.28695,78562,0,0
35911,119.07895,11.28945,78533,0,0
35912,119.07895,11.29195,78564,0,0
35913,119.07895,11.29445,78535,0,0
35914,119.07895,11.29695,78535,0,0
35915,119.07895,11.29945,78566,0,0
35916,119.07895,11.30195,78537,0,0
35917,119.07895,11.30445,78567,0,0
35918,119.07895,11.30695,78538,0,0
35919,119.07895,11.30945,78569,0,0
35920,119.07895,11.31195,78539,0,0
35921,119.07895,11.31445,78540,0,0
35922,119.07895,11.31695,78571,0,0
35923,119.07895,11.31945,78542,0,0
35924,119.07895,11.32195,78572,0,0
35925,119.07895,11.32445,78543,0,0
35926,119.07895,11.32695,78574,0,0
35927,119.07895,11.32945,78544,0,0
35928,119.07895,11.33195,78545,0,0
35929,119.07895,11.33445,78576,0,0
35930,119.07895,11.33695,78546,0,0
35931,119.07895,11.33945,78577,0,0
35932,119.07895,11.34195,78548,0,0
35933,119.07895,11.34445,78578,0,0
35934,119.07895,11.34695,78549,0,0
35935,119.07895,11.34945,78580,0,0
35936,119.07895,11.35195,78551,0,0
35937,119.07895,11.35445,78551,0,0
35938,119.07895,11.35695,78582,0,0
35939,119.07895,11.35945,78553,0,0
35940,119.07895,11.36195,78583,0,0
35941,119.07895,11.36445,78554,0,0
35942,119.07895,11.36695,78585,0,0
35943,119.07895,11.36945,78555,0,0
35944,119.07895,11.37195,78586,0,0
35945,119.07895,11.37445,78557,0,0
35946,119.07895,11.37695,78558,0,0
35947,119.07895,11.37945,78588,0,0
35948,119.07895,11.38195,78559,0,0
35949,119.07895,11.38445,78590,0,0
35950,119.07895,11.38695,78560,0,0
35951,119.07895,11.38945,78591,0,0
35952,119.07895,11.39195,78562,0,0
35953,119.07895,11.39445,78562,0,0
35954,119.07895,11.39695,78593,0,0
35955,119.07895,11.39945,78564,0,0
35956,119.07895,11.40195,78595,0,0
35957,119.07895,11.40445,78565,0,0
35958,119.07895,11.40695,78596,0,0
35959,119.07895,11.40945,78567,0,0
35960,119.07895,11.41195,78567,0,0
35961,119.07895,11.41445,78598,0,0
35962,119.07895,11.41695,78569,0,0
35963,119.07895,11.41945,78599,0,0
35964,119.07895,11.42195,78570,0,0
35965,119.07895,11.42445,78601,0,0
35966,119.07895,11.42695,78572,0,0
35967,119.07895,11.42945,78602,0,0
35968,119.07895,11.43195,78573,0,0
35969,119.07895,11.43445,78574,0,0
35970,119.07895,11.43695,78604,0,0
35971,119.07895,11.43945,78575,0,0
35972,119.07895,11.44195,78606,0,0
35973,119.07895,11.44445,78576,0,0
35974,119.07895,11.44695,78607,0,0
35975,119.07895,11.44945,78578,0,0
